VTW,  BTW,   VAW,   BAW,     V,     VMG,   PHI,SAIL
12,149,6.96,124.29,5.651,-4.844,1.4,Jib
12,148,7.03,122.69,5.673,-4.811,1.5,Jib
12,147,7.1,121.12,5.695,-4.776,1.5,Jib
12,146,7.18,119.56,5.717,-4.74,1.6,Jib
12,145,7.25,118.02,5.739,-4.701,1.6,Jib
12,144,7.33,116.51,5.762,-4.661,1.6,Jib
12,143,7.41,115.01,5.784,-4.619,1.7,Jib
12,142,7.5,113.53,5.807,-4.576,1.7,Jib
12,141,7.58,112.07,5.83,-4.53,1.7,Jib
12,140,7.67,110.63,5.853,-4.483,1.8,Jib
12,139,7.76,109.21,5.876,-4.435,1.8,Jib
12,138,7.85,107.8,5.9,-4.385,1.8,Jib
12,137,7.94,106.41,5.924,-4.333,1.9,Jib
12,136,8.03,105.04,5.949,-4.279,1.9,Jib
12,135,8.13,103.69,5.974,-4.224,2,Jib
12,134,8.22,102.35,5.999,-4.167,2,Jib
12,133,8.32,101.03,6.024,-4.109,2.1,Jib
12,132,8.42,99.72,6.05,-4.048,2.1,Jib
12,131,8.52,98.44,6.076,-3.986,2.1,Jib
12,130,8.62,97.16,6.103,-3.923,2.2,Jib
12,129,8.72,95.91,6.129,-3.857,2.2,Jib
12,128,8.83,94.67,6.156,-3.79,2.3,Jib
12,127,8.93,93.45,6.183,-3.721,2.4,Jib
12,126,9.04,92.24,6.209,-3.65,2.4,Jib
12,125,9.15,91.05,6.236,-3.577,2.5,Jib
12,124,9.26,89.88,6.263,-3.502,2.5,Jib
12,123,9.37,88.72,6.289,-3.425,2.6,Jib
12,122,9.48,87.58,6.316,-3.347,2.7,Jib
12,121,9.59,86.46,6.342,-3.266,2.8,Jib
12,120,9.7,85.35,6.368,-3.184,2.8,Jib
12,119,9.81,84.26,6.393,-3.099,2.9,Jib
12,118,9.93,83.18,6.418,-3.013,3,Jib
12,117,10.04,82.12,6.443,-2.925,3.1,Jib
12,116,10.16,81.08,6.467,-2.835,3.2,Jib
12,115,10.27,80.05,6.491,-2.743,3.3,Jib
12,114,10.39,79.03,6.514,-2.65,3.4,Jib
12,113,10.5,78.03,6.537,-2.554,3.5,Jib
12,112,10.62,77.04,6.56,-2.457,3.6,Jib
12,111,10.74,76.06,6.581,-2.359,3.7,Jib
12,110,10.85,75.1,6.603,-2.258,3.8,Jib
12,109,10.97,74.15,6.624,-2.156,3.9,Jib
12,108,11.09,73.21,6.644,-2.053,4,Jib
12,107,11.2,72.29,6.663,-1.948,4.2,Jib
12,106,11.32,71.38,6.682,-1.842,4.3,Jib
12,105,11.44,70.47,6.701,-1.734,4.5,Jib
12,104,11.55,69.58,6.718,-1.625,4.6,Jib
12,103,11.67,68.7,6.735,-1.515,4.8,Jib
12,102,11.78,67.83,6.752,-1.404,5,Jib
12,101,11.9,66.96,6.767,-1.291,5.3,Jib
12,100,12.01,66.11,6.782,-1.178,5.6,Jib
12,99,12.12,65.25,6.796,-1.063,6.1,Jib
12,98,12.23,64.4,6.809,-0.948,6.7,Jib
12,97,12.34,63.55,6.821,-0.831,7.3,Jib
12,96,12.45,62.7,6.832,-0.714,8,Jib
12,95,12.56,61.86,6.843,-0.596,8.7,Jib
12,94,12.67,60.99,6.858,-0.478,9.4,Jib
12,93,12.77,60.16,6.865,-0.359,10.1,Jib
12,92,12.88,59.33,6.871,-0.24,10.8,Jib
12,91,12.98,58.5,6.876,-0.12,11.6,Jib
12,90,13.08,57.67,6.88,0,12.3,Jib
12,89,13.17,56.84,6.882,0.12,13.1,Jib
12,88,13.27,56,6.883,0.24,13.9,Jib
12,87,13.36,55.17,6.883,0.36,14.7,Jib
12,86,13.45,54.34,6.881,0.48,15.5,Jib
12,85,13.54,53.52,6.877,0.599,16.3,Jib
12,84,13.63,52.69,6.872,0.718,17.1,Jib
12,83,13.71,51.86,6.865,0.837,17.9,Jib
12,82,13.79,51.04,6.855,0.954,18.7,Jib
12,81,13.87,50.21,6.845,1.071,19.5,Jib
12,80,13.94,49.4,6.832,1.186,20.3,Jib
12,79,14.02,48.73,6.817,1.301,20.4,Jib
12,78,14.11,48.09,6.801,1.414,20.4,Jib
12,77,14.19,47.44,6.785,1.526,20.4,Jib
12,76,14.26,46.8,6.769,1.638,20.3,Jib
12,75,14.34,46.17,6.752,1.748,20.3,Jib
12,74,14.42,45.53,6.735,1.857,20.3,Jib
12,73,14.49,44.9,6.718,1.964,20.3,Jib
12,72,14.57,44.27,6.7,2.07,20.3,Jib
12,71,14.64,43.65,6.681,2.175,20.2,Jib
12,70,14.71,43.03,6.662,2.279,20.2,Jib
12,69,14.78,42.41,6.642,2.38,20.2,Jib
12,68,14.84,41.8,6.622,2.481,20.2,Jib
12,67,14.91,41.18,6.602,2.579,20.1,Jib
12,66,14.97,40.57,6.58,2.676,20.1,Jib
12,65,15.03,39.97,6.558,2.772,20.1,Jib
12,64,15.09,39.36,6.535,2.865,20,Jib
12,63,15.15,38.77,6.512,2.956,19.9,Jib
12,62,15.21,38.19,6.487,3.046,19.8,Jib
12,61,15.26,37.61,6.462,3.133,19.7,Jib
12,60,15.31,37.03,6.436,3.218,19.6,Jib
12,59,15.36,36.45,6.409,3.301,19.4,Jib
12,58,15.41,35.88,6.381,3.381,19.3,Jib
12,57,15.46,35.32,6.351,3.459,19.1,Jib
12,56,15.5,34.75,6.32,3.534,18.9,Jib
12,55,15.54,34.19,6.288,3.607,18.8,Jib
12,54,15.58,33.64,6.254,3.676,18.6,Jib
12,53,15.62,33.09,6.218,3.742,18.4,Jib
12,52,15.65,32.54,6.18,3.805,18.1,Jib
12,51,15.68,32,6.14,3.864,17.9,Jib
12,50,15.7,31.46,6.097,3.919,17.6,Jib
12,49,15.72,30.94,6.05,3.969,17.4,Jib
12,48,15.74,30.41,6,4.015,17.1,Jib
12,47,15.75,29.9,5.945,4.055,16.7,Jib
12,46,15.75,29.4,5.884,4.088,16.4,Jib
12,45,15.75,28.91,5.816,4.113,16,Jib
12,44,15.74,28.43,5.739,4.128,15.5,Jib
12,43,15.71,27.98,5.65,4.132,15,Jib
12,42,15.67,27.54,5.546,4.122,14.5,Jib
12,41,15.62,27.14,5.426,4.095,13.8,Jib
12,40,15.55,26.76,5.291,4.053,13.1,Jib
12,39,15.46,26.39,5.141,3.995,12.3,Jib
12,38,15.37,26.04,4.987,3.93,11.2,Jib
12,37,15.28,25.68,4.832,3.859,10,Jib
12,36,15.17,25.32,4.666,3.775,8.8,Jib
12,35,15.04,24.99,4.473,3.664,7.4,Jib
12,34,14.86,24.7,4.241,3.516,6,Jib
12,33,14.63,24.45,3.948,3.311,5.4,Jib
12,32,14.27,24.41,3.524,2.988,4.6,Jib
12,167.5,6.13,156.71,5.271,-5.145,0.8,Jib OPTDN
12,180,5.91,180,5.284,-5.284,-0.2,Poled Jib
12,179,5.89,178.1,5.303,-5.302,-0.2,Poled Jib
12,178,5.87,176.19,5.325,-5.322,-0.2,Poled Jib
12,177,5.86,174.26,5.348,-5.341,-0.2,Poled Jib
12,176,5.85,172.32,5.372,-5.359,-0.2,Poled Jib
12,175,5.84,170.38,5.395,-5.375,-0.2,Poled Jib
12,174,5.83,168.43,5.417,-5.388,-0.2,Poled Jib
12,173,5.83,166.48,5.437,-5.397,-0.1,Poled Jib
12,172,5.84,164.53,5.454,-5.401,-0.1,Poled Jib
12,171,5.86,162.6,5.466,-5.399,-0.1,Poled Jib
12,170,5.88,160.69,5.474,-5.391,-0.1,Poled Jib
12,169,5.91,158.81,5.476,-5.375,-0.1,Poled Jib
12,168,5.95,156.97,5.474,-5.354,-0.1,Poled Jib
12,167,5.99,155.14,5.47,-5.33,-0.1,Poled Jib
12,166,6.03,153.34,5.466,-5.304,-0.1,Poled Jib
12,165,6.08,151.55,5.465,-5.278,0,Poled Jib
12,164,6.13,149.76,5.466,-5.254,0,Poled Jib
12,163,6.17,147.98,5.47,-5.231,0,Poled Jib
12,162,6.22,146.2,5.478,-5.21,0.1,Poled Jib
12,161,6.26,144.43,5.487,-5.188,0.1,Poled Jib
12,160,6.32,142.69,5.494,-5.162,0.2,Poled Jib
12,159,6.37,141,5.495,-5.13,0.3,Poled Jib
12,158,6.44,139.38,5.489,-5.09,0.4,Poled Jib
12,157,6.51,137.81,5.479,-5.043,0.5,Poled Jib
12,156,6.59,136.29,5.463,-4.991,0.6,Poled Jib
12,155,6.67,134.82,5.443,-4.933,0.6,Poled Jib
12,154,6.75,133.39,5.421,-4.872,0.7,Poled Jib
12,153,6.84,132,5.398,-4.809,0.8,Poled Jib
12,152,6.92,130.63,5.375,-4.745,0.9,Poled Jib
12,151,7.01,129.26,5.354,-4.683,0.9,Poled Jib
12,150,7.09,127.9,5.337,-4.622,1,Poled Jib
12,149,7.17,126.54,5.323,-4.563,1.1,Poled Jib
12,148,7.25,125.17,5.313,-4.506,1.1,Poled Jib
12,147,7.33,123.79,5.308,-4.452,1.2,Poled Jib
12,146,7.41,122.4,5.307,-4.4,1.2,Poled Jib
12,145,7.49,121,5.312,-4.351,1.2,Poled Jib
12,144,7.56,119.58,5.321,-4.305,1.3,Poled Jib
12,143,7.64,118.15,5.334,-4.26,1.3,Poled Jib
12,142,7.71,116.72,5.352,-4.218,1.3,Poled Jib
12,141,7.79,115.27,5.373,-4.176,1.4,Poled Jib
12,140,7.86,113.83,5.397,-4.135,1.4,Poled Jib
12,139,7.94,112.39,5.423,-4.093,1.4,Poled Jib
12,138,8.02,110.96,5.449,-4.05,1.4,Poled Jib
12,137,8.1,109.55,5.476,-4.004,1.4,Poled Jib
12,136,8.18,108.16,5.502,-3.957,1.5,Poled Jib
12,135,8.27,106.79,5.527,-3.908,1.5,Poled Jib
12,171.8,5.84,164.1,5.457,-5.401,-0.1,OPTDN Poled Jib
12,43.2,15.72,28.07,5.669,4.132,15.1,OPTUP
12,180,6.08,180,5.402,-5.402,0.1,Sym Spin
12,165,6.17,151.22,5.68,-5.486,0.7,Sym Spin
12,150,6.91,123.85,6.092,-5.275,1.4,Sym Spin
12,135,8.28,101.49,6.467,-4.572,2.5,Sym Spin
12,120,9.99,83.97,6.783,-3.391,4.2,Sym Spin
12,110,11.18,74.22,6.935,-2.372,7.9,Sym Spin
12,90,13.27,56.85,6.926,0,21,Sym Spin
12,80,14.16,50.1,6.758,1.174,21,Sym Spin
12,75,14.55,46.88,6.654,1.722,20.9,Sym Spin
12,70,14.89,43.76,6.531,2.234,20.9,Sym Spin
12,60,15.4,37.9,6.182,3.091,20.2,Sym Spin
12,165.7,6.15,152.62,5.661,-5.486,0.7,OPTDN Sym Spin
12,180,6.07,180,5.396,-5.396,0.1,Poled Asym
12,165,6.16,151.18,5.683,-5.49,0.7,Poled Asym
12,150,6.9,123.78,6.099,-5.281,1.4,Poled Asym
12,135,8.27,101.34,6.485,-4.586,2.4,Poled Asym
12,120,9.99,83.76,6.817,-3.408,3.9,Poled Asym
12,110,11.2,73.98,6.988,-2.39,6.8,Poled Asym
12,90,13.29,56.62,6.984,0,21,Poled Asym
12,80,14.18,49.93,6.807,1.182,21,Poled Asym
12,75,14.57,46.71,6.704,1.735,21,Poled Asym
12,70,14.92,43.58,6.588,2.253,20.9,Poled Asym
12,60,15.47,37.59,6.287,3.144,20.5,Poled Asym
12,165.5,6.15,152.17,5.67,-5.49,0.7,OPTDN Poled Asym
12,180,6.14,180,5.022,-5.022,0.2,Jib
12,165,6.18,152.13,5.321,-5.14,0.9,Jib
12,150,6.89,125.91,5.629,-4.875,1.4,Jib
12,135,8.13,103.69,5.974,-4.224,2,Jib
12,120,9.7,85.35,6.368,-3.184,2.8,Jib
12,110,10.85,75.1,6.603,-2.258,3.8,Jib
12,90,13.08,57.67,6.88,0,12.3,Jib
12,80,13.94,49.4,6.832,1.186,20.3,Jib
12,75,14.34,46.17,6.752,1.748,20.3,Jib
12,70,14.71,43.03,6.662,2.279,20.2,Jib
12,60,15.31,37.03,6.436,3.218,19.6,Jib
12,52,15.65,32.54,6.18,3.805,18.1,Jib
12,167.5,6.13,156.71,5.271,-5.145,0.8,Jib OPTDN
12,180,5.91,180,5.284,-5.284,-0.2,Poled Jib
12,165,6.08,151.55,5.465,-5.278,0,Poled Jib
12,150,7.09,127.9,5.337,-4.622,1,Poled Jib
12,135,8.27,106.79,5.527,-3.908,1.5,Poled Jib
12,171.8,5.84,164.1,5.457,-5.401,-0.1,OPTDN Poled Jib
12,43.2,15.72,28.07,5.669,4.132,15.1,OPTUP
16,180,8.87,180,6.432,-6.432,0.3,Sym Spin
16,179,8.87,178.27,6.439,-6.438,0.3,Sym Spin
16,178,8.87,176.54,6.446,-6.442,0.4,Sym Spin
16,177,8.87,174.81,6.454,-6.446,0.5,Sym Spin
16,176,8.87,173.08,6.463,-6.448,0.6,Sym Spin
16,175,8.87,171.35,6.473,-6.448,0.6,Sym Spin
16,174,8.88,169.62,6.483,-6.448,0.7,Sym Spin
16,173,8.89,167.89,6.494,-6.446,0.7,Sym Spin
16,172,8.91,166.17,6.506,-6.443,0.8,Sym Spin
16,171,8.92,164.44,6.518,-6.438,0.9,Sym Spin
16,170,8.94,162.72,6.531,-6.432,0.9,Sym Spin
16,169,8.97,161,6.545,-6.424,1,Sym Spin
16,168,8.99,159.28,6.559,-6.415,1,Sym Spin
16,167,9.02,157.57,6.573,-6.405,1.1,Sym Spin
16,166,9.05,155.86,6.588,-6.392,1.2,Sym Spin
16,165,9.09,154.16,6.603,-6.378,1.2,Sym Spin
16,164,9.13,152.47,6.619,-6.363,1.3,Sym Spin
16,163,9.17,150.79,6.636,-6.346,1.3,Sym Spin
16,162,9.21,149.11,6.652,-6.327,1.4,Sym Spin
16,161,9.26,147.44,6.67,-6.306,1.5,Sym Spin
16,160,9.31,145.78,6.687,-6.284,1.5,Sym Spin
16,159,9.36,144.13,6.705,-6.26,1.6,Sym Spin
16,158,9.41,142.49,6.723,-6.234,1.6,Sym Spin
16,157,9.47,140.86,6.742,-6.206,1.7,Sym Spin
16,156,9.53,139.25,6.761,-6.176,1.8,Sym Spin
16,155,9.6,137.64,6.78,-6.144,1.8,Sym Spin
16,154,9.66,136.05,6.799,-6.111,1.9,Sym Spin
16,153,9.73,134.47,6.818,-6.075,2,Sym Spin
16,152,9.81,132.91,6.838,-6.037,2,Sym Spin
16,151,9.88,131.36,6.857,-5.998,2.1,Sym Spin
16,150,9.96,129.82,6.877,-5.956,2.2,Sym Spin
16,149,10.04,128.3,6.897,-5.912,2.3,Sym Spin
16,148,10.12,126.79,6.918,-5.866,2.3,Sym Spin
16,147,10.21,125.3,6.938,-5.818,2.4,Sym Spin
16,146,10.3,123.82,6.958,-5.768,2.5,Sym Spin
16,145,10.39,122.36,6.978,-5.716,2.6,Sym Spin
16,144,10.48,120.92,6.998,-5.662,2.7,Sym Spin
16,143,10.58,119.49,7.018,-5.605,2.8,Sym Spin
16,142,10.67,118.08,7.038,-5.546,2.9,Sym Spin
16,141,10.77,116.69,7.058,-5.485,3,Sym Spin
16,140,10.88,115.31,7.078,-5.422,3.1,Sym Spin
16,139,10.98,113.94,7.097,-5.356,3.2,Sym Spin
16,138,11.09,112.6,7.117,-5.289,3.3,Sym Spin
16,137,11.19,111.26,7.136,-5.219,3.4,Sym Spin
16,136,11.3,109.95,7.156,-5.147,3.5,Sym Spin
16,135,11.42,108.65,7.175,-5.073,3.7,Sym Spin
16,134,11.53,107.36,7.194,-4.998,3.8,Sym Spin
16,133,11.64,106.09,7.214,-4.92,3.9,Sym Spin
16,132,11.76,104.83,7.233,-4.84,4.1,Sym Spin
16,131,11.88,103.59,7.253,-4.758,4.2,Sym Spin
16,130,12,102.36,7.272,-4.674,4.4,Sym Spin
16,129,12.12,101.15,7.291,-4.588,4.6,Sym Spin
16,128,12.24,99.95,7.31,-4.501,4.8,Sym Spin
16,127,12.36,98.76,7.329,-4.411,5.1,Sym Spin
16,126,12.48,97.59,7.348,-4.319,5.4,Sym Spin
16,125,12.61,96.43,7.367,-4.225,5.8,Sym Spin
16,124,12.73,95.28,7.385,-4.13,6.5,Sym Spin
16,123,12.85,94.15,7.403,-4.032,7.2,Sym Spin
16,122,12.98,93.02,7.42,-3.932,8,Sym Spin
16,121,13.1,91.91,7.437,-3.83,8.9,Sym Spin
16,120,13.22,90.8,7.452,-3.726,9.8,Sym Spin
16,119,13.35,89.7,7.467,-3.62,10.7,Sym Spin
16,118,13.47,88.61,7.481,-3.512,11.7,Sym Spin
16,117,13.59,87.53,7.493,-3.402,12.7,Sym Spin
16,116,13.71,86.45,7.504,-3.289,13.7,Sym Spin
16,115,13.83,85.38,7.513,-3.175,14.8,Sym Spin
16,114,13.94,84.3,7.52,-3.059,16,Sym Spin
16,113,14.06,83.23,7.525,-2.94,17.2,Sym Spin
16,112,14.17,82.16,7.527,-2.82,18.4,Sym Spin
16,111,14.27,81.08,7.527,-2.697,19.7,Sym Spin
16,110,14.37,80.01,7.521,-2.572,21,Sym Spin
16,109,14.49,79.05,7.505,-2.443,21.5,Sym Spin
16,108,14.61,78.15,7.487,-2.314,21.5,Sym Spin
16,107,14.74,77.26,7.47,-2.184,21.5,Sym Spin
16,106,14.86,76.37,7.453,-2.054,21.5,Sym Spin
16,105,14.98,75.49,7.436,-1.925,21.5,Sym Spin
16,104,15.1,74.62,7.419,-1.795,21.6,Sym Spin
16,103,15.22,73.75,7.403,-1.665,21.6,Sym Spin
16,102,15.34,72.89,7.386,-1.536,21.6,Sym Spin
16,101,15.46,72.03,7.369,-1.406,21.6,Sym Spin
16,100,15.58,71.18,7.353,-1.277,21.6,Sym Spin
16,99,15.7,70.33,7.336,-1.148,21.6,Sym Spin
16,98,15.81,69.49,7.32,-1.019,21.6,Sym Spin
16,97,15.93,68.65,7.303,-0.89,21.6,Sym Spin
16,96,16.04,67.82,7.286,-0.762,21.6,Sym Spin
16,95,16.15,66.99,7.269,-0.634,21.6,Sym Spin
16,94,16.26,66.16,7.258,-0.506,21.6,Sym Spin
16,93,16.37,65.34,7.24,-0.379,21.7,Sym Spin
16,92,16.48,64.54,7.221,-0.252,21.7,Sym Spin
16,91,16.59,63.74,7.203,-0.126,21.7,Sym Spin
16,90,16.7,62.94,7.184,0,21.7,Sym Spin
16,89,16.8,62.15,7.165,0.125,21.7,Sym Spin
16,88,16.9,61.36,7.146,0.249,21.7,Sym Spin
16,87,17.01,60.57,7.127,0.373,21.7,Sym Spin
16,86,17.11,59.8,7.107,0.496,21.7,Sym Spin
16,85,17.21,59.02,7.088,0.618,21.7,Sym Spin
16,84,17.3,58.25,7.068,0.739,21.8,Sym Spin
16,83,17.4,57.48,7.047,0.859,21.8,Sym Spin
16,82,17.5,56.72,7.027,0.978,21.8,Sym Spin
16,81,17.59,55.97,7.006,1.096,21.8,Sym Spin
16,80,17.68,55.21,6.985,1.213,21.8,Sym Spin
16,79,17.77,54.46,6.964,1.329,21.8,Sym Spin
16,78,17.85,53.71,6.942,1.443,21.8,Sym Spin
16,77,17.94,52.96,6.92,1.557,21.8,Sym Spin
16,76,18.02,52.22,6.898,1.669,21.8,Sym Spin
16,75,18.1,51.48,6.875,1.779,21.8,Sym Spin
16,74,18.18,50.75,6.851,1.888,21.8,Sym Spin
16,73,18.26,50.03,6.827,1.996,21.8,Sym Spin
16,72,18.33,49.31,6.802,2.102,21.8,Sym Spin
16,71,18.41,48.59,6.777,2.206,21.8,Sym Spin
16,70,18.49,47.88,6.751,2.309,21.8,Sym Spin
16,69,18.56,47.18,6.724,2.41,21.8,Sym Spin
16,68,18.64,46.48,6.696,2.508,21.8,Sym Spin
16,67,18.71,45.78,6.667,2.605,21.8,Sym Spin
16,66,18.78,45.09,6.637,2.7,21.8,Sym Spin
16,65,18.85,44.41,6.606,2.792,21.8,Sym Spin
16,64,18.92,43.72,6.573,2.882,21.8,Sym Spin
16,63,18.98,43.04,6.54,2.969,21.8,Sym Spin
16,62,19.03,42.36,6.505,3.054,21.7,Sym Spin
16,61,19.09,41.69,6.468,3.136,21.7,Sym Spin
16,60,19.14,41.03,6.429,3.215,21.7,Sym Spin
16,174.9,8.88,171.15,6.474,-6.448,0.6,OPTDN Sym Spin
16,180,8.87,180,6.428,-6.428,0.3,Poled Asym
16,179,8.86,178.27,6.435,-6.434,0.3,Poled Asym
16,178,8.86,176.54,6.443,-6.439,0.4,Poled Asym
16,177,8.86,174.81,6.452,-6.443,0.5,Poled Asym
16,176,8.86,173.08,6.462,-6.446,0.5,Poled Asym
16,175,8.87,171.35,6.472,-6.447,0.6,Poled Asym
16,174,8.87,169.62,6.483,-6.447,0.7,Poled Asym
16,173,8.88,167.89,6.494,-6.446,0.7,Poled Asym
16,172,8.9,166.16,6.506,-6.443,0.8,Poled Asym
16,171,8.91,164.43,6.519,-6.439,0.9,Poled Asym
16,170,8.93,162.71,6.532,-6.433,0.9,Poled Asym
16,169,8.96,160.98,6.546,-6.426,1,Poled Asym
16,168,8.98,159.27,6.56,-6.417,1,Poled Asym
16,167,9.01,157.55,6.575,-6.406,1.1,Poled Asym
16,166,9.04,155.85,6.59,-6.394,1.2,Poled Asym
16,165,9.08,154.14,6.606,-6.381,1.2,Poled Asym
16,164,9.11,152.45,6.622,-6.366,1.3,Poled Asym
16,163,9.15,150.76,6.639,-6.349,1.3,Poled Asym
16,162,9.2,149.08,6.656,-6.33,1.4,Poled Asym
16,161,9.24,147.41,6.673,-6.309,1.5,Poled Asym
16,160,9.29,145.75,6.691,-6.287,1.5,Poled Asym
16,159,9.35,144.1,6.709,-6.263,1.6,Poled Asym
16,158,9.4,142.46,6.727,-6.237,1.6,Poled Asym
16,157,9.46,140.83,6.746,-6.209,1.7,Poled Asym
16,156,9.52,139.21,6.764,-6.179,1.8,Poled Asym
16,155,9.58,137.61,6.783,-6.148,1.8,Poled Asym
16,154,9.65,136.02,6.803,-6.114,1.9,Poled Asym
16,153,9.72,134.44,6.822,-6.078,2,Poled Asym
16,152,9.79,132.87,6.842,-6.041,2,Poled Asym
16,151,9.87,131.32,6.862,-6.001,2.1,Poled Asym
16,150,9.95,129.78,6.882,-5.96,2.2,Poled Asym
16,149,10.03,128.26,6.902,-5.917,2.3,Poled Asym
16,148,10.11,126.75,6.923,-5.871,2.3,Poled Asym
16,147,10.2,125.25,6.944,-5.824,2.4,Poled Asym
16,146,10.28,123.77,6.965,-5.774,2.5,Poled Asym
16,145,10.37,122.31,6.986,-5.722,2.6,Poled Asym
16,144,10.47,120.86,7.007,-5.668,2.7,Poled Asym
16,143,10.56,119.43,7.027,-5.612,2.8,Poled Asym
16,142,10.66,118.01,7.048,-5.554,2.9,Poled Asym
16,141,10.76,116.61,7.069,-5.494,3,Poled Asym
16,140,10.86,115.23,7.089,-5.431,3.1,Poled Asym
16,139,10.97,113.86,7.11,-5.366,3.2,Poled Asym
16,138,11.07,112.51,7.13,-5.299,3.3,Poled Asym
16,137,11.18,111.17,7.151,-5.23,3.4,Poled Asym
16,136,11.29,109.85,7.171,-5.159,3.5,Poled Asym
16,135,11.4,108.54,7.192,-5.085,3.6,Poled Asym
16,134,11.51,107.25,7.212,-5.01,3.7,Poled Asym
16,133,11.63,105.98,7.232,-4.932,3.9,Poled Asym
16,132,11.75,104.72,7.253,-4.853,4,Poled Asym
16,131,11.86,103.47,7.273,-4.771,4.1,Poled Asym
16,130,11.98,102.24,7.293,-4.688,4.3,Poled Asym
16,129,12.1,101.02,7.313,-4.602,4.5,Poled Asym
16,128,12.22,99.82,7.333,-4.515,4.6,Poled Asym
16,127,12.35,98.63,7.353,-4.425,4.8,Poled Asym
16,126,12.47,97.45,7.373,-4.334,5.1,Poled Asym
16,125,12.6,96.29,7.393,-4.24,5.3,Poled Asym
16,124,12.72,95.13,7.413,-4.145,5.7,Poled Asym
16,123,12.85,94,7.432,-4.048,6.3,Poled Asym
16,122,12.97,92.87,7.451,-3.949,7,Poled Asym
16,121,13.1,91.75,7.47,-3.847,7.8,Poled Asym
16,120,13.22,90.64,7.488,-3.744,8.5,Poled Asym
16,119,13.35,89.54,7.506,-3.639,9.3,Poled Asym
16,118,13.47,88.44,7.522,-3.532,10.2,Poled Asym
16,117,13.6,87.36,7.538,-3.422,11.1,Poled Asym
16,116,13.72,86.28,7.553,-3.311,12,Poled Asym
16,115,13.84,85.2,7.567,-3.198,13,Poled Asym
16,114,13.97,84.13,7.579,-3.082,14,Poled Asym
16,113,14.09,83.06,7.589,-2.965,15.1,Poled Asym
16,112,14.2,81.99,7.597,-2.846,16.2,Poled Asym
16,111,14.32,80.93,7.603,-2.725,17.3,Poled Asym
16,110,14.43,79.85,7.606,-2.601,18.6,Poled Asym
16,109,14.53,78.78,7.607,-2.476,19.8,Poled Asym
16,108,14.63,77.71,7.6,-2.349,21.1,Poled Asym
16,107,14.75,76.79,7.584,-2.217,21.4,Poled Asym
16,106,14.88,75.91,7.567,-2.086,21.4,Poled Asym
16,105,15,75.04,7.551,-1.954,21.4,Poled Asym
16,104,15.12,74.17,7.534,-1.822,21.4,Poled Asym
16,103,15.25,73.31,7.516,-1.691,21.5,Poled Asym
16,102,15.37,72.46,7.499,-1.559,21.5,Poled Asym
16,101,15.49,71.61,7.481,-1.427,21.5,Poled Asym
16,100,15.61,70.77,7.463,-1.296,21.5,Poled Asym
16,99,15.72,69.93,7.445,-1.165,21.5,Poled Asym
16,98,15.84,69.1,7.426,-1.033,21.5,Poled Asym
16,97,15.96,68.28,7.408,-0.903,21.5,Poled Asym
16,96,16.07,67.46,7.389,-0.772,21.5,Poled Asym
16,95,16.18,66.65,7.37,-0.642,21.5,Poled Asym
16,94,16.3,65.82,7.356,-0.513,21.6,Poled Asym
16,93,16.41,65.02,7.335,-0.384,21.6,Poled Asym
16,92,16.51,64.23,7.315,-0.255,21.6,Poled Asym
16,91,16.62,63.44,7.293,-0.127,21.6,Poled Asym
16,90,16.73,62.65,7.272,0,21.6,Poled Asym
16,89,16.83,61.87,7.251,0.127,21.6,Poled Asym
16,88,16.93,61.1,7.229,0.252,21.6,Poled Asym
16,87,17.04,60.32,7.207,0.377,21.7,Poled Asym
16,86,17.14,59.56,7.185,0.501,21.7,Poled Asym
16,85,17.24,58.79,7.163,0.624,21.7,Poled Asym
16,84,17.33,58.03,7.141,0.746,21.7,Poled Asym
16,83,17.43,57.28,7.118,0.868,21.7,Poled Asym
16,82,17.52,56.52,7.095,0.988,21.7,Poled Asym
16,81,17.62,55.77,7.072,1.106,21.7,Poled Asym
16,80,17.7,55.02,7.049,1.224,21.7,Poled Asym
16,79,17.78,54.27,7.026,1.341,21.7,Poled Asym
16,78,17.86,53.52,7.003,1.456,21.7,Poled Asym
16,77,17.95,52.78,6.979,1.57,21.7,Poled Asym
16,76,18.02,52.05,6.955,1.683,21.7,Poled Asym
16,75,18.1,51.31,6.931,1.794,21.7,Poled Asym
16,74,18.18,50.59,6.907,1.904,21.7,Poled Asym
16,73,18.26,49.86,6.882,2.012,21.7,Poled Asym
16,72,18.34,49.15,6.857,2.119,21.7,Poled Asym
16,71,18.41,48.43,6.831,2.224,21.7,Poled Asym
16,70,18.49,47.72,6.805,2.327,21.7,Poled Asym
16,69,18.56,47.02,6.778,2.429,21.7,Poled Asym
16,68,18.64,46.32,6.751,2.529,21.7,Poled Asym
16,67,18.71,45.62,6.723,2.627,21.7,Poled Asym
16,66,18.78,44.93,6.694,2.723,21.7,Poled Asym
16,65,18.85,44.24,6.665,2.817,21.7,Poled Asym
16,64,18.92,43.55,6.634,2.908,21.8,Poled Asym
16,63,18.99,42.87,6.603,2.998,21.8,Poled Asym
16,62,19.05,42.19,6.571,3.085,21.8,Poled Asym
16,61,19.12,41.52,6.538,3.17,21.8,Poled Asym
16,60,19.18,40.85,6.504,3.252,21.8,Poled Asym
16,174.5,8.87,170.52,6.477,-6.447,0.6,OPTDN Poled Asym
